,link,titel,intro,datum,verantwoordelijk,pdfs
2563,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/25/besluit-wob-verzoek-over-bezwaren-deelname-nederlands-voetbalelftal-aan-wk-qatar,Besluit Wob-verzoek over bezwaren deelname Nederlands voetbalelftal aan WK Qatar,Besluit op een verzoek om informatie over de (mogelijke) bezwaren tegen de deelname van het Nederlands voetbalelftal aan het WK in Qatar vanwege mensenrechtenschendingen. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2021/08/25,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/08/25/besluit-wob-verzoek-over-bezwaren-deelname-nederlands-voetbalelftal-aan-wk-qatar/Besluit+Wob-+verzoek+over+bezwaren+tegen+de+deelname+van+het+Nederlands+voetbalelftal.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/08/25/besluit-wob-verzoek-over-bezwaren-deelname-nederlands-voetbalelftal-aan-wk-qatar/Bijlagen+bij+Besluit+Wob-verzoek+over+deelname+van+het+Nederland.pdf']"
2564,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/19/besluit-op-wob-verzoek-over-subsidieverlening-aan-stichting-palga,Besluit op Wob-verzoek over subsidieverlening aan stichting Palga,Besluit op een verzoek om informatie over de besluitvorming van VWS over Stichting Palga in de periode 1 januari 2017 tot 3 mei 2021. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2021/08/19,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/08/19/besluit-op-wob-verzoek-over-subsidieverlening-aan-stichting-palga/wob-besluit-subsidieverlening-stichting-palga.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/08/19/besluit-op-wob-verzoek-over-subsidieverlening-aan-stichting-palga/bijlagen-wob-besluit-subsidieverlening-stichting-palga.pdf']"
2565,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/19/besluit-wob-verzoek-gezondheidseffect-van-windmolens,Besluit Wob-verzoek gezondheidseffect van windmolens,Besluit op een verzoek om informatie over de gezondheidseffecten van windmolens en alle documenten die betrokken zijn bij studies hiernaar. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2021/08/19,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/08/19/besluit-wob-verzoek-gezondheidseffect-van-windmolens/Besluit+Wob-verzoek+over+gezondheidseffect+van+windmolens.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/08/19/besluit-wob-verzoek-gezondheidseffect-van-windmolens/Bijlagen+deel+1+bij+besluit+Wob-verzoek+over+gezondheidseffect+van+windmolens.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/08/19/besluit-wob-verzoek-gezondheidseffect-van-windmolens/Bijlagen+deel+2+bij+besluit+Wob-verzoek+over+gezondheidseffect+van+windmolens.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/08/19/besluit-wob-verzoek-gezondheidseffect-van-windmolens/Bijlagen+deel+3+bij+besluit+Wob-verzoek+over+gezondheidseffect+van+windmolens.pdf']"
2566,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/21/besluit-op-wob-verzoek-over-experiment-gesloten-coffeeshopketen-deelbesluit-2,Besluit op Wob-verzoek over experiment gesloten coffeeshopketen (deelbesluit 2),Besluit op een verzoek om informatie over het experiment gesloten coffeeshopketen (deelbesluit 2). Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2021/07/21,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/21/besluit-op-wob-verzoek-over-experiment-gesloten-coffeeshopketen-deelbesluit-2/Wob-verzoek+over+experiment+gesloten+coffeeshopketen+%28deelbesluit+2%29.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/21/besluit-op-wob-verzoek-over-experiment-gesloten-coffeeshopketen-deelbesluit-2/Bijlagen+1+bij+Wob-verzoek+over+experiment+gesloten+coffeeshopketen+%28deelbesluit+2%29.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/21/besluit-op-wob-verzoek-over-experiment-gesloten-coffeeshopketen-deelbesluit-2/Bijlagen+2+bij+Wob-verzoek+over+experiment+gesloten+coffeeshopketen+%28deelbesluit+2%29.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/21/besluit-op-wob-verzoek-over-experiment-gesloten-coffeeshopketen-deelbesluit-2/Bijlagen+3+bij+Wob-verzoek+over+experiment+gesloten+coffeeshopketen+%28deelbesluit+2%29.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/21/besluit-op-wob-verzoek-over-experiment-gesloten-coffeeshopketen-deelbesluit-2/Bijlagen+4+bij+Wob-verzoek+over+experiment+gesloten+coffeeshopketen+%28deelbesluit+2%29.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/21/besluit-op-wob-verzoek-over-experiment-gesloten-coffeeshopketen-deelbesluit-2/Bijlagen+5+bij+Wob-verzoek+over+experiment+gesloten+coffeeshopketen+%28deelbesluit+2%29.pdf']"
2567,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/19/besluit-wob-verzoek-verkoopbonussen-tabaksindustrie,Besluit Wob-verzoek verkoopbonussen tabaksindustrie,Besluit op een verzoek om documenten over (verkoop)bonussen en vergoedingen van de tabaksindustrie. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2021/07/19,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/19/besluit-wob-verzoek-verkoopbonussen-tabaksindustrie/besluit-wob-verkoopbonussen-tabak.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/19/besluit-wob-verzoek-verkoopbonussen-tabaksindustrie/besluit-wob-verkoopbonussen-tabak-documenten.pdf']"
2568,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/15/besluit-wob-verzoek-realisering-holocaust-namenmonument,Besluit Wob-verzoek realisering Holocaust Namenmonument,"Besluit op een verzoek om documenten over het besluit van de staatssecretaris van Volksgezondheid, Welzijn en Sport om een financiële bijdrage ter beschikking te stellen voor de realisering van het Holocaust Namenmonument in Amsterdam. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).",2021/07/15,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/15/besluit-wob-verzoek-realisering-holocaust-namenmonument/besluit-wob-verzoek-holocaust-namenmonument.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/15/besluit-wob-verzoek-realisering-holocaust-namenmonument/besluit-wob-verzoek-holocaust-namenmonument-bijlagen.pdf']"
2569,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning,Besluit Wob-verzoek collectieve erkenning,"De minister van Volksgezondheid, Welzijn en Sport heeft op 13 juli 2021 een besluit genomen op een verzoek in het kader van de Wet openbaarheid van bestuur. Het verzoek betreft de afhandeling van de Collectieve Erkenningsregeling en de subsidietoewijzingen van deze regeling door het Ministerie van VWS. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).",2021/07/13,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+1+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+2+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+3+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+4+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+5+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+6+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+7+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+8+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+9+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+10+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-collectieve-erkenning/Bijlagen+deel+11+bij+besluit+op+Wob-verzoek+Collectieve+erkenning.pdf']"
2570,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/16/1e-deelbesluit-wob-verzoek-gebruik-ic-bedden,1e deelbesluit Wob-verzoek gebruik IC-bedden,"Besluit op een verzoek om informatie over het gebruik van intensive care bedden in Nederlandse zorginstellingen en alles dat daarmee verband houdt, in de periode voor en na de coronacrisis. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).",2021/06/16,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/06/16/1e-deelbesluit-wob-verzoek-gebruik-ic-bedden/Eerste+deelbesluit+Wob-verzoek+over+gebruik+IC-bedden.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/06/16/1e-deelbesluit-wob-verzoek-gebruik-ic-bedden/Bijlagen+deel+1+bij+eerste+deelbesluit+Wob-verzoek+over+gebruik+IC-bedden.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/06/16/1e-deelbesluit-wob-verzoek-gebruik-ic-bedden/Bijlagen+deel+2+bij+eerste+deelbesluit+Wob-verzoek+over+gebruik+IC-bedden.pdf']"
2571,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/11/besluit-op-wob-verzoek-over-informatie-uitwisseling-voedselkeuzelogos,Besluit op Wob-verzoek over informatie-uitwisseling voedselkeuzelogo's,Besluit op een verzoek om informatie over informatie-uitwisseling over voedselkeuzelogo's tussen het ministerie van VWS en (functionarissen van) de levensmiddelenindustrie in de periode 19 maart 2019-5 augustus 2020. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2021/06/11,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/06/11/besluit-op-wob-verzoek-over-informatie-uitwisseling-voedselkeuzelogos/Besluit+op+Wob-verzoek+over+informatie-uitwisseling+voedselkeuzelogo%E2%80%99s.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/06/11/besluit-op-wob-verzoek-over-informatie-uitwisseling-voedselkeuzelogos/Bijlagen+deel+1+bij+besluit+op+Wob-verzoek.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/06/11/besluit-op-wob-verzoek-over-informatie-uitwisseling-voedselkeuzelogos/Bijlagen+deel+2+bij+besluit+op+Wob-verzoek.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/06/11/besluit-op-wob-verzoek-over-informatie-uitwisseling-voedselkeuzelogos/Bijlagen+deel+3+bij+besluit+op+Wob-verzoek.pdf']"
2572,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/10/besluit-wob-verzoek-voorzieningszekerheid-medische-isotopen,Besluit Wob-verzoek voorzieningszekerheid medische isotopen,Besluit op een verzoek om documenten over de voorzieningszekerheid van medische isotopen. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2021/06/10,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/06/10/besluit-wob-verzoek-voorzieningszekerheid-medische-isotopen/2021-054-besluit.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/06/10/besluit-wob-verzoek-voorzieningszekerheid-medische-isotopen/2021-054-documenten.pdf']"
2573,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/18/besluit-wob-verzoek-evaluatie-bureau-medicinale-cannabis,Besluit Wob-verzoek evaluatie Bureau Medicinale Cannabis,Besluit op een verzoek om openbaarmaking van documenten over de evaluatie van de rol van het Bureau Medicinale Cannabis (BMC). De minister voor Medische Zorg en Sport heeft deze evaluatie in een Kamerbrief van 14 oktober 2020 aangekondigd. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2021/05/18,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/05/18/besluit-wob-verzoek-evaluatie-bureau-medicinale-cannabis/Besluit-Wob-verzoek-evaluatie-Bureau-Medicinale-Cannabis.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/05/18/besluit-wob-verzoek-evaluatie-bureau-medicinale-cannabis/Bijlagen-besluit-Wob-verzoek-evaluatie-Bureau-Medicinale-Cannabis.pdf']"
2574,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/11/besluit-vws-wob-verzoek-over-tyltylschool-de-maasgouw,Besluit VWS Wob-verzoek over Tyltylschool De Maasgouw,"Besluit van de minister van Volksgezondheid, Welzijn en Sport (VWS) op een verzoek om informatie over Tyltylschool De Maasgouw. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).",2021/05/11,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/05/11/besluit-vws-wob-verzoek-over-tyltylschool-de-maasgouw/besluit-wob-verzoek-de-maasgouw.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/05/11/besluit-vws-wob-verzoek-over-tyltylschool-de-maasgouw/besluit-wob-verzoek-de-maasgouw-bijlagen.pdf']"
2575,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/30/deelbesluit-1-op-wob-verzoek-over-experiment-gesloten-coffeeshopketen-wietexperiment,Deelbesluit 1 op Wob-verzoek over Experiment gesloten coffeeshopketen (wietexperiment),"Deelbesluit op een verzoek om informatie over aanvragen, besluiten op aanvragen en de loting van de telers in het wietexperiment. Deelbesluit 1 gaat over interne en externe correspondentie. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).",2021/04/30,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/04/30/deelbesluit-1-op-wob-verzoek-over-experiment-gesloten-coffeeshopketen-wietexperiment/wob-besluitover-experiment-gesloten-coffeeshopketen.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/04/30/deelbesluit-1-op-wob-verzoek-over-experiment-gesloten-coffeeshopketen-wietexperiment/bijlagen-wob-besluitover-experiment-gesloten-coffeeshopketen.pdf']"
2576,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/21/besluit-wob-verzoek-over-het-experiment-gesloten-coffeeshopketen,Besluit Wob-verzoek over het experiment gesloten coffeeshopketen,"De minister van Volksgezondheid, Welzijn en Sport heeft op 21 april 2021 een besluit genomen op een verzoek in het kader van de Wet openbaarheid van bestuur (Wob). Het verzoek betreft openbaarmaking van documenten die verband houden met de aanvraagprocedure en loting voor kandidaat-telers in het kader van het experiment gesloten coffeeshopketen.",2021/04/21,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/04/21/besluit-wob-verzoek-over-het-experiment-gesloten-coffeeshopketen/Besluit+Wob-verzoek+over+het+experiment+gesloten+coffeeshopketen.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/04/21/besluit-wob-verzoek-over-het-experiment-gesloten-coffeeshopketen/Bijlagen+deel+1+bij+besluit+Wob-verzoek+over+het+experiment+gesloten+coffeeshopketen.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/04/21/besluit-wob-verzoek-over-het-experiment-gesloten-coffeeshopketen/Bijlagen+deel+2+bij+besluit+Wob-verzoek+over+het+experiment+gesloten+coffeeshopketen.pdf']"
2577,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/16/besluit-op-wob-verzoek-over-plasmageneesmiddelen,Besluit op Wob-verzoek over plasmageneesmiddelen,Besluit op een verzoek om informatie over toestemming van de minister voor Medische Zorg voor het uitvoeren van werkzaamheden rond plasmageneesmiddelen door Sanquin Plasma Products BV. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2021/04/16,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/04/16/besluit-op-wob-verzoek-over-plasmageneesmiddelen/besluit-wob-verzoek-plasmageneesmiddelen.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/04/16/besluit-op-wob-verzoek-over-plasmageneesmiddelen/bijlagen-besluit-wob-verzoek-plasmageneesmiddelen.pdf']"
2578,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/02/besluit-wob-verzoek-naar-contracten-tussen-rivm-en-vaccinfabrikanten-voor-rijksvaccinatieprogramma,Besluit Wob-verzoek naar contracten tussen RIVM en vaccinfabrikanten voor Rijksvaccinatieprogramma,"De minister van Volksgezondheid, Welzijn en Sport heeft op 2 april 2021 een besluit op bezwaar genomen naar aanleiding van een verzoek in het kader van de Wet openbaarheid van bestuur. Het verzoek betreft openbaarmaking van contracten tussen het RIVM en fabrikanten van vaccins die worden ingezet voor het Rijksvaccinatieprogramma. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).",2021/04/02,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/04/02/besluit-wob-verzoek-naar-contracten-tussen-rivm-en-vaccinfabrikanten-voor-rijksvaccinatieprogramma/Besluit+Wob-verzoek+naar+contracten+tussen+RIVM+en+vaccinfabrikanten+voor+Rijksvaccinatieprogramma.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/04/02/besluit-wob-verzoek-naar-contracten-tussen-rivm-en-vaccinfabrikanten-voor-rijksvaccinatieprogramma/Bijlagen+bij+besluit.pdf']"
2579,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/25/besluit-wob-verzoek-over-overleg-uitvoering-gedelegeerde-taken,Besluit Wob-verzoek over overleg uitvoering gedelegeerde taken,"Besluit op een verzoek om informatie over het overleg van 9 december 2020 tussen de Stichting Geborgde Dierenartsen, de Stichting Controle Orgaan Kwaliteits Zaken en het ministerie van Volksgezondheid, Welzijn en Sport over de uitvoering van de gedelegeerde taken omtrent de richtlijnen EU 2004/853 en EU 2017/625. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).",2021/03/25,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/25/besluit-wob-verzoek-over-overleg-uitvoering-gedelegeerde-taken/besluit-wob-verzoek.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/25/besluit-wob-verzoek-over-overleg-uitvoering-gedelegeerde-taken/bijlagen-wob-besluit.pdf']"
2580,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/25/besluit-wob-verzoek-film-de-oost-en-lespakket-de-wereld-van-de-oost,Besluit Wob-verzoek film 'De Oost' en lespakket 'De Wereld van de Oost',"Besluit op een verzoek om informatie over de film 'De Oost' en het daarbij behorende lespakket 'De Wereld van de Oost'. Specifiek gaat het om informatie over alle contactmomenten die Nederlandse overheidsorganen, zowel onderling als met buitenlandse publiek- en privaatrechtelijke organen, over de film en het lespakket hebben gehad. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).",2021/03/25,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/25/besluit-wob-verzoek-film-de-oost-en-lespakket-de-wereld-van-de-oost/besluit-wob-verzoek-de-oost.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/25/besluit-wob-verzoek-film-de-oost-en-lespakket-de-wereld-van-de-oost/besluit-wob-verzoek-de-oost-bijlagen-deel-1.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/25/besluit-wob-verzoek-film-de-oost-en-lespakket-de-wereld-van-de-oost/besluit-wob-verzoek-de-oost-bijlagen-deel-2.pdf']"
2581,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/23/besluit-op-wob-verzoek-over-kandidaat-teler-binnen-experiment-gesloten-coffeeshopketen,Besluit op Wob-verzoek over kandidaat-teler binnen Experiment gesloten coffeeshopketen,Besluit op een verzoek om informatie over een kandidaat-teler binnen het Experiment gesloten coffeeshopketen (wietexperiment). Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2021/03/23,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/23/besluit-op-wob-verzoek-over-kandidaat-teler-binnen-experiment-gesloten-coffeeshopketen/besluit+op+wob-verzoek+over+kandidaatteler+binnen+experiment+gesloten+coffeeshopketen.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/23/besluit-op-wob-verzoek-over-kandidaat-teler-binnen-experiment-gesloten-coffeeshopketen/bijlage+1+bij+besluit+op+wob-verzoek+over+kandidaatteler+binnen+experiment+gesloten+coffeeshopketen.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/23/besluit-op-wob-verzoek-over-kandidaat-teler-binnen-experiment-gesloten-coffeeshopketen/bijlage+2+bij+besluit+op+wob-verzoek+over+kandidaatteler+binnen+experiment+gesloten+coffeeshopketen.pdf']"
2582,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/22/besluit-op-wob-verzoek-over-producten-met-thc-en-cbd,Besluit op Wob-verzoek over producten met THC en CBD,Besluit op een verzoek om informatie over de legaliteit van het verrichten van handelingen met producten met daarin THC en/of CBD en de kwalificatie van dergelijke producten door de Rijksoverheid. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2021/03/22,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/22/besluit-op-wob-verzoek-over-producten-met-thc-en-cbd/Wob-verzoek+over+producten+met+THC+en+CBD.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/22/besluit-op-wob-verzoek-over-producten-met-thc-en-cbd/Bijlagen+bij+Wob-verzoek+over+producten+met+THC+en+CBD.pdf']"
2583,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/19/besluit-wob-verzoek-factsheet-e-sigaretten,Besluit Wob-verzoek factsheet e-sigaretten,Besluit op een verzoek om documenten over de Factsheet E-sigaretten die het Trimbos-instituut in april 2020 heeft gepubliceerd. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2021/03/19,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/19/besluit-wob-verzoek-factsheet-e-sigaretten/besluit+op+wob-verzoek+over+de+factsheet+e-sigaretten.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/19/besluit-wob-verzoek-factsheet-e-sigaretten/bijlage+bij+besluit+op+wob-verzoek+over+de+factsheet+e-sigaretten.pdf']"
2584,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/18/besluit-op-wob-verzoek-over-het-holocaust-namenmonument,Besluit op Wob-verzoek over het Holocaust Namenmonument,Besluit op een verzoek om informatie over de realisering van het Holocaust Namenmonument. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2021/03/18,"Ministerie van Volksgezondheid, Welzijn en Sport","['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/18/besluit-op-wob-verzoek-over-het-holocaust-namenmonument/besluit+op+wob-verzoek+over+holocaust+namenmonument.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2021/03/18/besluit-op-wob-verzoek-over-het-holocaust-namenmonument/bijlagen+bij+besluit+op+wob-verzoek+over+holocaust+namenmonument.pdf']"
